Süre;Uzama;Gerilim 1;Yük
(sec);(mm);(mm/mm);(N)
154,0;9,63;0,0110;16270,7195
154,2;9,64;0,0110;16269,3262
154,4;9,66;0,0110;16272,2602
154,6;9,67;0,0110;16277,2536
154,8;9,68;0,0110;16278,2907
155,0;9,70;0,0110;16276,6576
155,2;9,71;0,0110;16283,8474
155,4;9,72;0,0110;16284,9203
155,6;9,74;0,0110;16284,2065
155,8;9,75;0,0110;16287,6010
156,0;9,76;0,0110;16293,1323
156,2;9,78;0,0110;16292,1265
156,4;9,79;0,0110;16289,4547
156,6;9,80;0,0110;16296,7667
156,8;9,82;0,0110;16300,4294
157,0;9,83;0,0110;16298,8812
157,2;9,84;0,0110;16301,0225
157,4;9,86;0,0110;16307,7101
157,6;9,87;0,0110;16307,7474
157,8;9,88;0,0110;16305,0115
158,0;9,90;0,0110;16309,1347
158,2;9,91;0,0110;16313,2310
158,4;9,92;0,0110;16314,6302
158,6;9,94;0,0110;16312,8674
158,8;9,95;0,0110;16318,8830
159,0;9,96;0,0110;16322,4235
159,2;9,98;0,0110;16321,6949
159,4;9,99;0,0110;16322,7081
159,6;10,0;0,0110;16326,4766
159,8;10,0;0,0110;16327,8624
160,0;10,0;0,0110;16326,9937
160,2;10,0;0,0110;16332,5012
160,4;10,1;0,0110;16334,6604
160,6;10,1;0,0110;16336,3442
160,8;10,1;0,0110;16335,2951
161,0;10,1;0,0110;16340,1350
161,2;10,1;0,0110;16341,4732
161,4;10,1;0,0110;16339,1382
161,6;10,1;0,0110;16343,6979
161,8;10,1;0,0110;16349,2173
162,0;10,2;0,0110;16349,5988
162,2;10,2;0,0110;16346,5127
162,4;10,2;0,0110;16352,8129
162,6;10,2;0,0110;16354,4312
162,8;10,2;0,0110;16353,5461
163,0;10,2;0,0110;16354,9259
163,2;10,2;0,0110;16360,7553
163,4;10,3;0,0110;16362,6149
163,6;10,3;0,0110;16358,2206
163,8;10,3;0,0110;16364,9738
164,0;10,3;0,0110;16367,7216
164,2;10,3;0,0110;16367,6187
164,4;10,3;0,0110;16366,4162
164,6;10,3;0,0110;16372,8759
164,8;10,3;0,0110;16374,6595
165,0;10,4;0,0110;16371,9580
165,2;10,4;0,0110;16375,7801
165,4;10,4;0,0110;16379,1746
165,6;10,4;0,0110;16381,0953
165,8;10,4;0,0110;16378,8065
166,0;10,4;0,0110;16386,1051
166,2;10,4;0,0110;16386,2765
166,4;10,5;0,0110;16384,4764
166,6;10,5;0,0110;16386,0947
166,8;10,5;0,0110;16390,9107
167,0;10,5;0,0110;16392,5543
167,2;10,5;0,0110;16390,6500
167,4;10,5;0,0110;16396,1783
167,6;10,5;0,0110;16397,9068
167,8;10,5;0,0110;16397,9411
168,0;10,6;0,0110;16397,1350
168,2;10,6;0,0110;16401,6828
168,4;10,6;0,0110;16404,8284
168,6;10,6;0,0110;16400,7246
168,8;10,6;0,0110;16405,2159
169,0;10,6;0,0110;16408,3436
169,2;10,6;0,0110;16410,6205
169,4;10,7;0,0110;16407,3989
169,6;10,7;0,0110;16413,5233
169,8;10,7;0,0110;16414,6960
170,0;10,7;0,0110;16413,4040
170,2;10,7;0,0110;16414,7601
170,4;10,7;0,0110;16419,4107
170,6;10,7;0,0110;16421,4835
170,8;10,7;0,0110;16418,1933
171,0;10,8;0,0110;16424,2461
171,2;10,8;0,0110;16426,1207
171,4;10,8;0,0110;16426,0402
171,6;10,8;0,0110;16423,5741
171,8;10,8;0,0110;16428,3752
172,0;10,8;0,0110;16430,8116
172,2;10,8;0,0110;16428,4214
172,4;10,9;0,0110;16433,1466
172,6;10,9;0,0110;16435,9346
172,8;10,9;0,0110;16438,2041
173,0;10,9;0,0110;16433,3344
173,2;10,9;0,0110;16440,6091
173,4;10,9;0,0110;16441,0591
173,6;10,9;0,0110;16438,2562
173,8;10,9;0,0110;16440,6627
174,0;11,0;0,0110;16446,8840
174,2;11,0;0,0110;16448,4099
174,4;11,0;0,0110;16443,4880
174,6;11,0;0,0110;16449,1713
174,8;11,0;0,0110;16451,9072
175,0;11,0;0,0110;16452,6835
175,2;11,0;0,0110;16451,0131
175,4;11,1;0,0110;16455,1705
175,6;11,1;0,0110;16457,8155
175,8;11,1;0,0110;16453,8622
176,0;11,1;0,0110;16458,2089
176,2;11,1;0,0110;16460,7123
176,4;11,1;0,0110;16463,7893
176,6;11,1;0,0110;16459,2281
176,8;11,1;0,0110;16463,9637
177,0;11,2;0,0110;16467,4237
177,2;11,2;0,0110;16464,2587
177,4;11,2;0,0110;16466,1184
177,6;11,2;0,0110;16469,9331
177,8;11,2;0,0110;16473,7642
178,0;11,2;0,0110;16469,0346
178,2;11,2;0,0110;16473,6867
178,4;11,3;0,0110;16475,4972
178,6;11,3;0,0110;16474,6672
178,8;11,3;0,0110;16473,9355
179,0;11,3;0,0110;16478,2569
179,2;11,3;0,0110;16481,2148
179,4;11,3;0,0110;16478,4744
179,6;11,3;0,0110;16482,0462
179,8;11,3;0,0110;16484,8521
180,0;11,4;0,0110;16486,4138
180,2;11,4;0,0110;16481,7467
180,4;11,4;0,0110;16484,6674
180,6;11,4;0,0110;16489,1660
180,8;11,4;0,0110;16486,9174
181,0;11,4;0,0110;16488,2004
181,2;11,4;0,0110;16491,4310
181,4;11,5;0,0110;16495,7210
181,6;11,5;0,0110;16491,2403
181,8;11,5;0,0110;16494,1147
182,0;11,5;0,0110;16497,9070
182,2;11,5;0,0110;16497,1888
182,4;11,5;0,0110;16495,6510
182,6;11,5;0,0110;16499,0976
182,8;11,5;0,0110;16502,9600
183,0;11,6;0,0110;16500,2048
183,2;11,6;0,0110;16503,5412
183,4;11,6;0,0110;16505,7242
183,6;11,6;0,0110;16506,3471
183,8;11,6;0,0110;16503,3981
184,0;11,6;0,0110;16506,1578
184,2;11,6;0,0110;16510,4166
184,4;11,7;0,0110;16507,5034
184,6;11,7;0,0110;16509,4241
184,8;11,7;0,0110;16512,9751
185,0;11,7;0,0110;16515,3012
185,2;11,7;0,0110;16512,0974
185,4;11,7;0,0110;16514,5144
185,6;11,7;0,0110;16517,3769
185,8;11,7;0,0110;16515,0329
186,0;11,8;0,0110;16515,5455
186,2;11,8;0,0110;16519,3126
186,4;11,8;0,0110;16523,6667
186,6;11,8;0,0110;16519,0235
186,8;11,8;0,0110;16521,5850
187,0;11,8;0,0110;16525,0555
187,2;11,8;0,0110;16526,2759
187,4;11,9;0,0110;16523,2688
187,6;11,9;0,0110;16524,9974
187,8;11,9;0,0110;16528,8925
188,0;11,9;0,0110;16527,7258
188,2;11,9;0,0110;16528,2369
188,4;11,9;0,0110;16531,7923
188,6;11,9;0,0110;16534,7189
188,8;11,9;0,0110;16531,8727
189,0;12,0;0,0110;16533,2749
189,2;12,0;0,0110;16536,7544
189,4;12,0;0,0110;16533,6832
189,6;12,0;0,0110;16534,3463
189,8;12,0;0,0110;16537,7170
190,0;12,0;0,0110;16541,7790
190,2;12,0;0,0110;16538,5887
190,4;12,1;0,0110;16538,2564
190,6;12,1;0,0110;16543,6670
190,8;12,1;0,0110;16542,7551
191,0;12,1;0,0110;16541,1100
191,2;12,1;0,0110;16542,7312
191,4;12,1;0,0110;16547,7961
191,6;12,1;0,0110;16544,3629
191,8;12,1;0,0110;16544,7220
192,0;12,2;0,0110;16548,4607
192,2;12,2;0,0110;16550,7630
192,4;12,2;0,0110;16546,8231
192,6;12,2;0,0110;16549,3280
192,8;12,2;0,0110;16554,3914
193,0;12,2;0,0110;16551,2830
193,2;12,2;0,0110;16550,8792
193,4;12,3;0,0110;16553,9533
193,6;12,3;0,0110;16559,0718
193,8;12,3;0,0110;16554,8787
194,0;12,3;0,0110;16556,3986
194,2;12,3;0,0110;16558,5220
194,4;12,3;0,0110;16558,8111
194,6;12,3;0,0110;16557,3046
194,8;12,3;0,0110;16558,3029
195,0;12,4;0,0110;16562,8374
195,2;12,4;0,0110;16561,2891
195,4;12,4;0,0110;16561,1789
195,6;12,4;0,0110;16563,3529
195,8;12,4;0,0110;16565,4868
196,0;12,4;0,0110;16561,3994
196,2;12,4;0,0110;16563,9088
196,4;12,5;0,0110;16568,1630
196,6;12,5;0,0110;16566,2333
196,8;12,5;0,0110;16566,1424
197,0;12,5;0,0110;16567,5163
197,2;12,5;0,0110;16572,6736
197,4;12,5;0,0110;16568,6071
197,6;12,5;0,0110;16568,1466
197,8;12,5;0,0110;16573,0864
198,0;12,6;0,0110;16573,6854
198,2;12,6;0,0110;16571,0524
198,4;12,6;0,0110;16571,5590
198,6;12,6;0,0110;16576,3810
198,8;12,6;0,0110;16574,4290
199,0;12,6;0,0110;16574,1161
199,2;12,6;0,0110;16577,7594
199,4;12,7;0,0110;16580,2360
199,6;12,7;0,0110;16576,4779
199,8;12,7;0,0110;16575,7477
200,0;12,7;0,0110;16581,9660
200,2;12,7;0,0110;16579,8366
200,4;12,7;0,0110;16578,2318
200,6;12,7;0,0110;16581,2314
200,8;12,7;0,0110;16585,5914
201,0;12,8;0,0110;16581,9854
201,2;12,8;0,0110;16581,1688
201,4;12,8;0,0110;16585,1787
201,6;12,8;0,0110;16584,8166
201,8;12,8;0,0110;16583,5202
202,0;12,8;0,0110;16584,7689
202,2;12,8;0,0110;16591,1674
202,4;12,9;0,0110;16587,8385
202,6;12,9;0,0110;16585,8492
202,8;12,9;0,0110;16589,5835
203,0;12,9;0,0110;16590,1288
203,2;12,9;0,0110;16588,2751
203,4;12,9;0,0110;16587,4273
203,6;12,9;0,0110;16594,7482
203,8;12,9;0,0110;16591,7829
204,0;13,0;0,0110;16591,0006
204,2;13,0;0,0110;16592,1211
204,4;13,0;0,0110;16597,7553
204,6;13,0;0,0110;16592,9586
204,8;13,0;0,0110;16592,0421
205,0;13,0;0,0110;16596,3724
205,2;13,0;0,0110;16596,2443
205,4;13,1;0,0110;16594,8287
205,6;13,1;0,0110;16594,8838
205,8;13,1;0,0110;16600,1514
206,0;13,1;0,0110;16598,1695
206,2;13,1;0,0110;16596,5661
206,4;13,1;0,0110;16597,8283
206,6;13,1;0,0110;16600,1961
206,8;13,1;0,0110;16598,4169
207,0;13,2;0,0110;16598,2068
207,2;13,2;0,0110;16604,0957
207,4;13,2;0,0110;16601,1944
207,6;13,2;0,0110;16600,5760
207,8;13,2;0,0110;16601,4314
208,0;13,2;0,0110;16606,1550
208,2;13,2;0,0110;16601,8963
208,4;13,3;0,0110;16600,4747
208,6;13,3;0,0110;16606,2862
208,8;13,3;0,0110;16606,0194
209,0;13,3;0,0110;16604,3520
209,2;13,3;0,0110;16604,0212
209,4;13,3;0,0110;16610,8787
209,6;13,3;0,0110;16606,8509
209,8;13,3;0,0110;16604,4265
210,0;13,4;0,0110;16607,7167
210,2;13,4;0,0110;16610,5956
210,4;13,4;0,0110;16607,6630
210,6;13,4;0,0110;16606,1088
210,8;13,4;0,0110;16612,3345
211,0;13,4;0,0110;16611,2393
211,2;13,4;0,0110;16609,5689
211,4;13,5;0,0110;16609,9399
211,6;13,5;0,0110;16614,1674
211,8;13,5;0,0110;16610,1709
212,0;13,5;0,0110;16608,7940
212,2;13,5;0,0110;16613,5564
212,4;13,5;0,0110;16613,7248
212,6;13,5;0,0110;16613,6563
212,8;13,5;0,0110;16612,0455
213,0;13,6;0,0110;16617,6796
213,2;13,6;0,0110;16613,9603
213,4;13,6;0,0110;16611,5388
213,6;13,6;0,0110;16614,8111
213,8;13,6;0,0110;16616,7513
214,0;13,6;0,0110;16615,8333
214,2;13,6;0,0110;16613,7025
214,4;13,7;0,0110;16620,2962
214,6;13,7;0,0110;16616,7691
214,8;13,7;0,0110;16615,9332
215,0;13,7;0,0110;16617,0344
215,2;13,7;0,0110;16620,1353
215,4;13,7;0,0110;16618,4649
215,6;13,7;0,0110;16616,4711
215,8;13,7;0,0110;16621,4898
216,0;13,8;0,0110;16621,6657
216,2;13,8;0,0110;16619,4901
216,4;13,8;0,0110;16617,8152
216,6;13,8;0,0110;16622,4584
216,8;13,8;0,0110;16621,7431
217,0;13,8;0,0110;16619,4052
217,2;13,8;0,0110;16621,4153
217,4;13,9;0,0110;16623,4180
217,6;13,9;0,0110;16622,4152
217,8;13,9;0,0110;16619,4588
218,0;13,9;0,0110;16625,2613
218,2;13,9;0,0110;16622,1887
218,4;13,9;0,0110;16622,7311
218,6;13,9;0,0110;16623,0038
218,8;13,9;0,0110;16626,4310
219,0;14,0;0,0110;16623,7190
219,2;14,0;0,0110;16621,8102
219,4;14,0;0,0110;16627,7766
219,6;14,0;0,0110;16626,2895
219,8;14,0;0,0110;16625,7411
220,0;14,0;0,0110;16624,1497
220,2;14,0;0,0110;16628,4636
220,4;14,1;0,0110;16626,1181
220,6;14,1;0,0110;16623,3137
220,8;14,1;0,0110;16626,5145
221,0;14,1;0,0110;16629,1609
221,2;14,1;0,0110;16627,0047
221,4;14,1;0,0110;16624,6831
221,6;14,1;0,0110;16630,6689
221,8;14,1;0,0110;16628,6230
222,0;14,2;0,0110;16626,3118
222,2;14,2;0,0110;16628,1283
222,4;14,2;0,0110;16630,9416
222,6;14,2;0,0110;16627,7766
222,8;14,2;0,0110;16625,8052
223,0;14,2;0,0110;16631,5973
223,2;14,2;0,0110;16630,4648
223,4;14,3;0,0110;16629,0313
223,6;14,3;0,0110;16628,0538
223,8;14,3;0,0110;16632,1501
224,0;14,3;0,0110;16630,9878
224,2;14,3;0,0110;16626,8617
224,4;14,3;0,0110;16629,8643
224,6;14,3;0,0110;16631,6420
224,8;14,3;0,0110;16631,7672
225,0;14,4;0,0110;16630,2353
225,2;14,4;0,0110;16633,4525
225,4;14,4;0,0110;16631,1994
225,6;14,4;0,0110;16628,1685
225,8;14,4;0,0110;16630,5289
226,0;14,4;0,0110;16633,3258
226,2;14,4;0,0110;16632,2872
226,4;14,5;0,0110;16628,4680
226,6;14,5;0,0110;16633,8667
226,8;14,5;0,0110;16633,9278
227,0;14,5;0,0110;16630,7956
227,2;14,5;0,0110;16629,9939
227,4;14,5;0,0110;16633,7684
227,6;14,5;0,0110;16634,3361
227,8;14,5;0,0110;16629,0060
228,0;14,6;0,0110;16632,1531
228,2;14,6;0,0110;16634,6550
228,4;14,6;0,0110;16633,3139
228,6;14,6;0,0110;16630,7300
228,8;14,6;0,0110;16633,9114
229,0;14,6;0,0110;16634,8338
229,2;14,6;0,0110;16630,5900
229,4;14,7;0,0110;16631,0966
229,6;14,7;0,0110;16634,6744
229,8;14,7;0,0110;16633,5553
230,0;14,7;0,0110;16630,7509
230,2;14,7;0,0110;16635,5371
230,4;14,7;0,0110;16635,9708
230,6;14,7;0,0110;16632,2872
230,8;14,7;0,0110;16631,9862
231,0;14,8;0,0110;16633,8444
231,2;14,8;0,0110;16633,0874
231,4;14,8;0,0110;16630,8388
231,6;14,8;0,0110;16635,6280
231,8;14,8;0,0110;16636,3895
232,0;14,8;0,0110;16633,7132
232,2;14,8;0,0110;16630,7107
232,4;14,9;0,0110;16634,2825
232,6;14,9;0,0110;16635,4626
232,8;14,9;0,0110;16630,5363
233,0;14,9;0,0110;16633,1366
233,2;14,9;0,0110;16636,5564
233,4;14,9;0,0110;16635,5729
233,6;14,9;0,0110;16631,5675
233,8;14,9;0,0110;16634,5507
234,0;15,0;0,0110;16637,2314
234,2;15,0;0,0110;16632,4571
234,4;15,0;0,0110;16631,8372
234,6;15,0;0,0110;16635,1587
234,8;15,0;0,0110;16634,4881
235,0;15,0;0,0110;16631,4825
235,2;15,0;0,0110;16634,1722
235,4;15,1;0,0110;16636,1302
235,6;15,1;0,0110;16633,7565
235,8;15,1;0,0110;16630,9878
236,0;15,1;0,0110;16632,7730
236,2;15,1;0,0110;16634,5179
236,4;15,1;0,0110;16631,0579
236,6;15,1;0,0110;16632,4049
236,8;15,1;0,0110;16634,8010
237,0;15,2;0,0110;16634,6386
237,2;15,2;0,0110;16630,6406
237,4;15,2;0,0110;16634,2035
237,6;15,2;0,0110;16635,1467
237,8;15,2;0,0110;16630,6034
238,0;15,2;0,0110;16630,8448
238,2;15,2;0,0110;16633,4882
238,4;15,3;0,0110;16633,9442
238,6;15,3;0,0110;16629,3487
238,8;15,3;0,0110;16632,1307
239,0;15,3;0,0110;16635,7905
239,2;15,3;0,0110;16631,4438
239,4;15,3;0,0110;16629,4605
239,6;15,3;0,0110;16632,1427
239,8;15,3;0,0110;16633,5657
240,0;15,4;0,0110;16629,7361
240,2;15,4;0,0110;16630,2487
240,4;15,4;0,0110;16632,7462
240,6;15,4;0,0110;16632,9309
240,8;15,4;0,0110;16629,2667
241,0;15,4;0,0110;16631,6792
241,2;15,4;0,0110;16632,3781
241,4;15,5;0,0110;16629,3263
241,6;15,5;0,0110;16628,6722
241,8;15,5;0,0110;16630,4275
242,0;15,5;0,0110;16632,5301
242,2;15,5;0,0110;16627,6261
242,4;15,5;0,0110;16631,1800
242,6;15,5;0,0110;16632,0086
242,8;15,5;0,0110;16630,0729
243,0;15,6;0,0110;16625,4044
243,2;15,6;0,0110;16627,8958
243,4;15,6;0,0110;16631,5436
243,6;15,6;0,0110;16626,7335
243,8;15,6;0,0110;16627,9137
244,0;15,6;0,0110;16629,2310
244,2;15,6;0,0110;16630,1593
244,4;15,7;0,0110;16625,8305
244,6;15,7;0,0110;16628,3816
244,8;15,7;0,0110;16628,8748
245,0;15,7;0,0110;16625,6651
245,2;15,7;0,0110;16624,7398
245,4;15,7;0,0110;16627,2163
245,6;15,7;0,0110;16628,5232
245,8;15,7;0,0110;16622,9188
246,0;15,8;0,0110;16625,8395
246,2;15,8;0,0110;16627,9972
246,4;15,8;0,0110;16626,9928
246,6;15,8;0,0110;16622,2051
246,8;15,8;0,0110;16625,0557
247,0;15,8;0,0110;16626,7276
247,2;15,8;0,0110;16621,7268
247,4;15,9;0,0110;16624,2763
247,6;15,9;0,0110;16625,3924
247,8;15,9;0,0110;16626,4221
248,0;15,9;0,0110;16621,4243
248,2;15,9;0,0110;16623,4046
248,4;15,9;0,0110;16624,6101
248,6;15,9;0,0110;16621,2395
248,8;15,9;0,0110;16621,8415
249,0;16,0;0,0110;16622,7236
249,2;16,0;0,0110;16624,4850
249,4;16,0;0,0110;16618,7465
249,6;16,0;0,0110;16621,7551
249,8;16,0;0,0110;16622,5225
250,0;16,0;0,0110;16620,0608
250,2;16,0;0,0110;16617,1536
250,4;16,1;0,0110;16620,3573
250,6;16,1;0,0110;16622,5389
250,8;16,1;0,0110;16617,7854
251,0;16,1;0,0110;16618,5349
251,2;16,1;0,0110;16619,3604
251,4;16,1;0,0110;16621,1054
251,6;16,1;0,0110;16614,9139
251,8;16,1;0,0110;16616,9986
252,0;16,2;0,0110;16619,5199
252,2;16,2;0,0110;16615,7708
252,4;16,2;0,0110;16614,4222
252,6;16,2;0,0110;16616,2401
252,8;16,2;0,0110;16618,3650
253,0;16,2;0,0110;16614,9810
253,2;16,2;0,0110;16615,3714
253,4;16,3;0,0110;16617,0895
253,6;16,3;0,0110;16615,1300
253,8;16,3;0,0110;16612,7995
254,0;16,3;0,0110;16612,3748
254,2;16,3;0,0110;16616,2819
254,4;16,3;0,0110;16611,8160
254,6;16,3;0,0110;16612,7816
254,8;16,3;0,0110;16613,5356
255,0;16,4;0,0110;16612,2660
255,2;16,4;0,0110;16608,2248
255,4;16,4;0,0110;16609,7000
255,6;16,4;0,0110;16613,7516
255,8;16,4;0,0110;16608,9863
256,0;16,4;0,0110;16608,4111
256,2;16,4;0,0110;16610,1500
256,4;16,5;0,0110;16612,1274
256,6;16,5;0,0110;16605,1939
256,8;16,5;0,0110;16606,8614
257,0;16,5;0,0110;16609,3022
257,2;16,5;0,0110;16606,4173
257,4;16,5;0,0110;16604,5412
257,6;16,5;0,0110;16605,6082
257,8;16,5;0,0110;16608,3485
258,0;16,6;0,0110;16602,5132
258,2;16,6;0,0110;16603,6785
258,4;16,6;0,0110;16605,2938
258,6;16,6;0,0110;16605,3981
258,8;16,6;0,0110;16600,3361
259,0;16,6;0,0110;16601,4969
259,2;16,6;0,0110;16605,1134
259,4;16,7;0,0110;16601,5044
259,6;16,7;0,0110;16600,4166
259,8;16,7;0,0110;16601,5849
260,0;16,7;0,0110;16603,0884
260,2;16,7;0,0110;16597,7746
260,4;16,7;0,0110;16599,0055
260,6;16,7;0,0110;16599,7013
260,8;16,7;0,0110;16597,8998
261,0;16,8;0,0110;16597,3440
261,2;16,8;0,0110;16597,1771
261,4;16,8;0,0110;16600,1201
261,6;16,8;0,0110;16594,8331
261,8;16,8;0,0110;16594,2982
262,0;16,8;0,0110;16596,3322
262,2;16,8;0,0110;16596,2681
262,4;16,9;0,0110;16593,5859
262,6;16,9;0,0110;16592,1196
262,8;16,9;0,0110;16596,4499
263,0;16,9;0,0110;16591,5966
263,2;16,9;0,0110;16590,3151
263,4;16,9;0,0110;16591,9408
263,6;16,9;0,0110;16593,7990
263,8;16,9;0,0110;16589,2944
264,0;17,0;0,0110;16587,7834
264,2;17,0;0,0110;16590,6876
264,4;17,0;0,0110;16588,7803
264,6;17,0;0,0110;16587,2738
264,8;17,0;0,0110;16587,0473
265,0;17,0;0,0110;16590,3881
265,2;17,0;0,0110;16585,1489
265,4;17,1;0,0110;16583,4114
265,6;17,1;0,0110;16585,1295
265,8;17,1;0,0110;16585,5631
266,0;17,1;0,0110;16581,8021
266,2;17,1;0,0110;16581,5130
266,4;17,1;0,0110;16586,1398
266,6;17,1;0,0110;16581,8661
266,8;17,1;0,0110;16580,5459
267,0;17,2;0,0110;16580,6666
267,2;17,2;0,0110;16581,7156
267,4;17,2;0,0110;16578,3793
267,6;17,2;0,0110;16576,9726
267,8;17,2;0,0110;16580,0303
268,0;17,2;0,0110;16577,6372
268,2;17,2;0,0110;16574,5661
268,4;17,3;0,0110;16576,1784
268,6;17,3;0,0110;16578,6773
268,8;17,3;0,0110;16573,7629
269,0;17,3;0,0110;16572,2325
269,2;17,3;0,0110;16574,6674
269,4;17,3;0,0110;16574,1935
269,6;17,3;0,0110;16570,2730
269,8;17,3;0,0110;16569,0914
270,0;17,4;0,0110;16572,4486
270,2;17,4;0,0110;16571,0598
270,4;17,4;0,0110;16568,7263
270,6;17,4;0,0110;16568,8455
270,8;17,4;0,0110;16569,1867
271,0;17,4;0,0110;16567,1051
271,2;17,4;0,0110;16564,1055
271,4;17,5;0,0110;16566,8413
271,6;17,5;0,0110;16565,2916
271,8;17,5;0,0110;16564,5510
272,0;17,5;0,0110;16562,9447
272,2;17,5;0,0110;16565,1605
272,4;17,5;0,0110;16562,3844
272,6;17,5;0,0110;16558,8289
272,8;17,5;0,0110;16562,5647
273,0;17,6;0,0110;16561,5216
273,2;17,6;0,0110;16558,6561
273,4;17,6;0,0110;16557,7501
273,6;17,6;0,0110;16562,0774
273,8;17,6;0,0110;16557,9826
274,0;17,6;0,0110;16554,3243
274,2;17,6;0,0110;16556,1199
274,4;17,7;0,0110;16555,7027
274,6;17,7;0,0110;16552,5824
274,8;17,7;0,0110;16549,9806
275,0;17,7;0,0110;16555,2571
275,2;17,7;0,0110;16552,7731
275,4;17,7;0,0110;16550,3979
275,6;17,7;0,0110;16550,5350
275,8;17,7;0,0110;16552,3618
276,0;17,8;0,0110;16547,8989
276,2;17,8;0,0110;16543,5567
276,4;17,8;0,0110;16547,0839
276,6;17,8;0,0110;16546,9229
276,8;17,8;0,0110;16545,7755
277,0;17,8;0,0110;16543,2215
277,2;17,8;0,0110;16546,8812
277,4;17,9;0,0110;16542,7402
277,6;17,9;0,0110;16539,6214
277,8;17,9;0,0110;16541,4095
278,0;17,9;0,0110;16541,1055
278,2;17,9;0,0110;16538,9225
278,4;17,9;0,0110;16536,8631
278,6;17,9;0,0110;16540,2979
278,8;17,9;0,0110;16536,9377
279,0;18,0;0,0110;16534,7070
279,2;18,0;0,0110;16533,9991
279,4;18,0;0,0110;16535,6070
279,6;18,0;0,0110;16532,3347
279,8;18,0;0,0110;16529,3321
280,0;18,0;0,0110;16532,5701
280,2;18,0;0,0110;16531,4168
280,4;18,1;0,0110;16529,6450
280,6;18,1;0,0110;16526,7706
280,8;18,1;0,0110;16529,1354
281,0;18,1;0,0110;16526,9732
281,2;18,1;0,0110;16523,0870
281,4;18,1;0,0110;16525,1032
281,6;18,1;0,0110;16526,4040
281,8;18,1;0,0110;16522,3807
282,0;18,2;0,0110;16518,4215
282,2;18,2;0,0110;16523,5162
282,4;18,2;0,0110;16521,3168
282,6;18,2;0,0110;16518,5049
282,8;18,2;0,0110;16516,9597
283,0;18,2;0,0110;16517,9461
283,2;18,2;0,0110;16515,7869
283,4;18,3;0,0110;16511,5625
283,6;18,3;0,0110;16514,9972
283,8;18,3;0,0110;16514,3922
284,0;18,3;0,0110;16511,4075
284,2;18,3;0,0110;16509,7833
284,4;18,3;0,0110;16512,0572
284,6;18,3;0,0110;16508,0413
284,8;18,3;0,0110;16503,4026
285,0;18,4;0,0110;16506,4380
285,2;18,4;0,0110;16507,6494
285,4;18,4;0,0110;16504,4367
285,6;18,4;0,0110;16500,1228
285,8;18,4;0,0110;16504,5768
286,0;18,4;0,0110;16502,1166
286,2;18,4;0,0110;16498,0218
286,4;18,5;0,0110;16497,2842
286,6;18,5;0,0110;16499,6251
286,8;18,5;0,0110;16497,0458
287,0;18,5;0,0110;16492,4383
287,2;18,5;0,0110;16495,6033
287,4;18,5;0,0110;16494,2414
287,6;18,5;0,0110;16492,3921
287,8;18,5;0,0110;16489,6473
288,0;18,6;0,0110;16491,8885
288,2;18,6;0,0110;16488,2153
288,4;18,6;0,0110;16484,6331
288,6;18,6;0,0110;16485,6821
288,8;18,6;0,0110;16486,4704
289,0;18,6;0,0110;16485,1680
289,2;18,6;0,0110;16480,4488
289,4;18,7;0,0110;16483,9596
289,6;18,7;0,0110;16481,7452
289,8;18,7;0,0110;16477,4463
290,0;18,7;0,0110;16476,4911
290,2;18,7;0,0110;16477,3762
290,4;18,7;0,0110;16477,7026
290,6;18,7;0,0110;16472,7777
290,8;18,7;0,0110;16475,5628
291,0;18,8;0,0110;16472,7926
291,2;18,8;0,0110;16471,9060
291,4;18,8;0,0110;16467,6845
291,6;18,8;0,0110;16471,7108
291,8;18,8;0,0110;16468,0779
292,0;18,8;0,0110;16462,9206
292,2;18,8;0,0110;16464,9695
292,4;18,9;0,0110;16465,6043
292,6;18,9;0,0110;16463,0830
292,8;18,9;0,0110;16458,3847
293,0;18,9;0,0110;16462,5809
293,2;18,9;0,0110;16459,8569
293,4;18,9;0,0110;16456,2300
293,6;18,9;0,0110;16454,2928
293,8;18,9;0,0110;16455,4819
294,0;19,0;0,0110;16454,0663
294,2;19,0;0,0110;16448,7615
294,4;19,0;0,0110;16452,6030
294,6;19,0;0,0110;16451,1815
294,8;19,0;0,0110;16447,7617
295,0;19,0;0,0110;16443,4820
295,2;19,0;0,0110;16445,8185
295,4;19,1;0,0110;16443,9440
295,6;19,1;0,0110;16438,1951
295,8;19,1;0,0110;16441,1709
296,0;19,1;0,0110;16440,6598
296,2;19,1;0,0110;16439,6197
296,4;19,1;0,0110;16434,1316
296,6;19,1;0,0110;16436,4010
296,8;19,1;0,0110;16433,9438
297,0;19,2;0,0110;16428,6599
297,2;19,2;0,0110;16428,5630
297,4;19,2;0,0110;16431,1528
297,6;19,2;0,0110;16427,6734
297,8;19,2;0,0110;16422,5116
298,0;19,2;0,0110;16425,5723
298,2;19,2;0,0110;16423,9272
298,4;19,3;0,0110;16421,7398
298,6;19,3;0,0110;16418,6031
298,8;19,3;0,0110;16419,7117
299,0;19,3;0,0110;16418,4391
299,2;19,3;0,0110;16412,0719
299,4;19,3;0,0110;16414,1640
299,6;19,3;0,0110;16413,0598
299,8;19,3;0,0110;16412,4012
300,0;19,4;0,0110;16406,7924
300,2;19,4;0,0110;16408,7743
300,4;19,4;0,0110;16406,6121
300,6;19,4;0,0110;16402,4055
